,site_url,domain,category_pred,country_pred,login_navigation_successful,login_url,login_scope,cross_scope_login,login_ui_forced,login_iframe_cross_origin,auth_surface_type,auth_surface_unobservable,auth_form_appeared,auth_form_phase,auth_form_detection_time,password_input_present,password_input_in_shadow_dom,network_password,network_webauthn,credentials_api_used,credentials_create_summary,passkey_setup_endpoint_present,auth_js_supports_passkey,ui_webauthn_keywords_present,shadow_dom_webauthn,local_storage_contains_fido,session_storage_contains_fido,cookies_contain_fido,fedcm_present,fedcm_provider,fedcm_detected_via_api,fido2_indirect_possible,multistep_login,otp_indicators_present,fido2_usage,fido2_confidence,fido2_confidence_diagnosis,validated,cose_algorithms,page_classification,nb_clicks,processing_time
257,https://aws.amazon.com/,aws.amazon.com,Technology & Computing,United States of America,True,https://eu-north-1.signin.aws.amazon.com/oauth?client_id=arn%3Aaws%3Asignin%3A%3A%3Aconsole%2Fcanvas&code_challenge=coanhcvmJYNg6kl_QZ_3EAyP5xEAU3fKpHW2ncu69M0&code_challenge_method=SHA-256&response_type=code&redirect_uri=https%3A%2F%2Fconsole.aws.amazon.com%2Fconsole%2Fhome%3Fca-oauth-flow-id%3D351e%26hashArgs%3D%2523%26isauthcode%3Dtrue%26nc2%3Dh_si%26oauthStart%3D1774250296997%26src%3Dheader-signin%26state%3DhashArgsFromTB_eu-north-1_71108c325c7fea19,amazon.com,False,True,False,iframe_same_origin,True,True,stabilized,2.008241708001151,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,5,107.8
258,https://basecamp.com/,basecamp.com,Society,United States of America,True,https://launchpad.37signals.com/signin,37signals.com,True,True,False,iframe_same_origin,True,True,stabilized,2.0081647080005496,True,False,False,False,False,,False,False,False,False,False,0.0,0.0,False,,0.0,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,2,28.16
259,https://bitstamp.net,bitstamp.net,Personal Finance,United States of America,True,https://www.bitstamp.net/onboarding/login/,bitstamp.net,False,True,False,iframe_same_origin,True,True,stabilized,2.008763624999119,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,3,28.12
260,https://bittrexglobal.com/,bittrexglobal.com,Personal Finance,United States of America,True,https://bittrex.com/account/login,bittrex.com,True,True,False,iframe_same_origin,True,True,stabilized,2.0079172090008797,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,1,21.76
261,https://cex.io/,cex.io,Personal Finance,United States of America,True,https://auth.cex.io/authorization/registration/individual,cex.io,False,True,False,iframe_same_origin,True,True,stabilized,2.0090956250023737,True,False,False,False,False,,False,False,False,False,False,0.0,0.0,False,,0.0,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,3,30.43
262,https://coinjar.com,coinjar.com,Personal Finance,Australia,True,https://secure.coinjar.com/users/sign_in,coinjar.com,False,True,False,iframe_same_origin,True,True,stabilized,2.0075165839989495,True,False,False,False,False,,False,False,False,False,False,0.0,0.0,False,,0.0,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,2,27.49
263,https://coinone.co.kr/,coinone.co.kr,Personal Finance,United States of America,True,https://coinone.co.kr/account/login/?next=%2Fmyaccount%2Flogin,co.kr,False,False,False,iframe_same_origin,False,True,stabilized,2.008662041000207,True,False,False,False,False,,False,False,False,False,False,0.0,0.0,False,,0.0,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,1,42.16
264,https://deploybot.com/,deploybot.com,Technology & Computing,United States of America,True,https://login.deploybot.com/session/new,deploybot.com,False,True,False,iframe_same_origin,True,True,stabilized,2.0074191249987052,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,3,33.03
265,https://detectify.com/,detectify.com,Technology & Computing,Sweden,True,https://detectify.com/createaccount,detectify.com,False,True,False,iframe_same_origin,True,True,stabilized,2.006029167001543,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,4,30.7
266,https://disqus.com,disqus.com,Technology & Computing,United States of America,True,https://disqus.com/publishers/login/?next=https://disqus.com/admin/,disqus.com,False,True,False,iframe_same_origin,True,True,stabilized,2.455277165998268,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,3,27.17
267,https://dnsimple.com/,dnsimple.com,Technology & Computing,United States of America,True,https://dnsimple.com/login,dnsimple.com,False,True,False,iframe_same_origin,True,True,stabilized,2.007489292001992,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,4,27.38
268,https://dreamhost.com,dreamhost.com,Technology & Computing,United States of America,True,https://panel.dreamhost.com/,dreamhost.com,False,True,False,iframe_same_origin,True,True,stabilized,2.008972374998848,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,4,24.85
269,https://drive.google.com,drive.google.com,Technology & Computing,United States of America,True,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fdrive.google.com%2Fdrive%2F%3Fdmr%3D1%26ec%3Dwgc-drive-%255Bmodule%255D-goto&dsh=S1175132257%3A1774255376974109&followup=https%3A%2F%2Fdrive.google.com%2Fdrive%2F%3Fdmr%3D1%26ec%3Dwgc-drive-%255Bmodule%255D-goto&osid=1&passive=1209600&service=wise&flowName=GlifWebSignIn&flowEntry=ServiceLogin&ifkv=AT1y2_WNTKasceS6fExDOAyZ4uXDSJvQa7NMhkvdxDo7CeS3TsXL6bZwJ1tBkR7NLl3enw9Vsg4s,google.com,False,True,False,iframe_same_origin,True,True,stabilized,2.009689458001958,True,False,False,False,False,,False,False,False,False,False,0.0,0.0,False,,0.0,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,3,151.41
270,https://duo.com/,duo.com,Technology & Computing,United States of America,True,https://admin.duosecurity.com/login?next=%2F,duosecurity.com,True,True,False,iframe_same_origin,True,True,stabilized,2.008586915999331,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,3,38.44
271,https://edu.google.com/,edu.google.com,Education,United States of America,True,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fclassroom.google.com&dsh=S2066216561%3A1774255907220609&passive=true&flowName=GlifWebSignIn&flowEntry=ServiceLogin&ifkv=AT1y2_WvDmHIO2IOxyglEIHLG9OvXcFDjp4KMvm1ClpbYIz6AwXcHITHaNCi2PaxSLjQFKCNtoHXlA,google.com,False,True,False,iframe_same_origin,True,True,stabilized,2.0093046669971955,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,4,57.71
272,https://eduid.ch/,eduid.ch,Education,Switzerland,True,https://eduid.ch/registration,eduid.ch,False,True,False,iframe_same_origin,True,True,stabilized,2.00877537499764,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,2,24.86
273,https://elements.envato.com/,elements.envato.com,Society,United States of America,True,https://elements.envato.com/sign-in,envato.com,False,True,False,iframe_same_origin,True,True,stabilized,2.0076854589970026,True,False,False,False,False,,False,False,False,False,False,0.0,0.0,False,,0.0,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,3,56.07
274,https://everbank.com,everbank.com,Personal Finance,United States of America,True,https://www.everbank.com/,everbank.com,False,True,False,iframe_same_origin,True,True,stabilized,2.008798332997685,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,2,36.14
275,https://fastmail.com,fastmail.com,Technology & Computing,Australia,True,https://app.fastmail.com/,fastmail.com,False,True,False,iframe_same_origin,True,True,stabilized,2.0074907920025,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,3,28.86
276,https://fedoraproject.org/,fedoraproject.org,Technology & Computing,Germany,True,https://accounts.fedoraproject.org/,fedoraproject.org,False,True,False,iframe_same_origin,True,True,stabilized,2.007221334002679,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,2,26.43
277,https://forge.laravel.com/,forge.laravel.com,Technology & Computing,United States of America,True,https://forge.laravel.com/sign-in,laravel.com,False,True,False,iframe_same_origin,True,True,stabilized,2.008996375003335,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,3,23.43
278,https://forum.level1techs.com/,forum.level1techs.com,Technology & Computing,United States of America,True,https://forum.level1techs.com/login,level1techs.com,False,True,False,iframe_same_origin,True,True,stabilized,2.007951249997859,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,4,28.63
279,https://forwardemail.net/,forwardemail.net,Technology & Computing,Iceland,True,https://forwardemail.net/en,forwardemail.net,False,True,False,iframe_same_origin,True,True,stabilized,2.004648875001294,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,2,32.18
280,https://fusionauth.io/,fusionauth.io,Technology & Computing,United States of America,True,https://login.fusionauth.io/oauth2/authorize?client_id=c50329fa-93e5-4618-8d9f-73d0ab069a54&scope=offline_access+profile&response_type=code&redirect_uri=https%3A%2F%2Faccount.fusionauth.io%2Flogin&state=csIBhZNdVZlFCN1eIWTyxuYgh1CvK3sj3gwcJba9nKU,fusionauth.io,False,True,False,iframe_same_origin,True,True,stabilized,2.009204916001181,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,3,38.69
281,https://gaijin.net,gaijin.net,Hobbies & Interests,Hungary,True,https://login.gaijin.net/en/sso/login/?return_url=aHR0cHM6Ly9zdG9yZS5nYWlqaW4ubmV0L2xvZ2luLnBocD9yZXR1cm49L2FjdGl2YXRlLnBocA%3D%3D&crc=0cc197e41abb4a4f0b2844970005eadb&base_return_url=1&public_key=7Cgsc5xNVXm3Yup9WGuD&refresh_token=1,gaijin.net,False,True,False,iframe_same_origin,True,True,stabilized,2.00705141599974,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,4,22.27
282,https://gandi.net,gandi.net,Business,France,True,https://id.gandi.net/en/login?redirect=https%3A%2F%2Fid.gandi.net%2Fen%2Fauthorize%3Fclient_id%3D56a74aae-7f20-11e5-93d5-00163e60d80f%26response_type%3Dcode%26redirect_uri%3Dhttps%253A%252F%252Fadmin.gandi.net%252Fdashboard%252Fapi%252Fv5%252Flogin%26state%3D16c9b54027,gandi.net,False,True,False,iframe_same_origin,True,True,stabilized,2.0078785000005155,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,1,30.95
283,https://gatehub.net,gatehub.net,Personal Finance,United States of America,True,https://signin.gatehub.net/,gatehub.net,False,True,False,iframe_same_origin,True,True,stabilized,2.0089522910020605,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,3,22.79
284,https://getflywheel.com,getflywheel.com,Technology & Computing,United States of America,True,https://app.getflywheel.com/login,getflywheel.com,False,True,False,iframe_same_origin,True,True,stabilized,2.005774624998594,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,4,37.24
285,https://hostiso.com/,hostiso.com,Technology & Computing,United States of America,True,https://hostiso.com/wp-login.php,hostiso.com,False,False,False,iframe_same_origin,False,True,stabilized,2.0083477499974833,True,False,False,False,False,,False,False,False,False,False,0.0,0.0,False,,0.0,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,1,28.58
286,https://ibm.com,ibm.com,Technology & Computing,Netherlands,True,https://www.ibm.com/account/reg/us-en/signup?formid=news-urx-51525,ibm.com,False,True,False,iframe_same_origin,True,True,stabilized,2.008975125001598,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,6,47.3
287,https://imgur.com,imgur.com,Society,United States of America,True,https://imgur.com/signin#%2F,imgur.com,False,True,False,iframe_same_origin,True,True,stabilized,2.0114876670013473,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,1,31.76
288,https://iniz.com,iniz.com,Technology & Computing,United States of America,True,https://my.iniz.com/login,iniz.com,False,True,False,iframe_same_origin,True,True,stabilized,2.005611124997813,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,2,25.67
289,https://jetbrains.com,jetbrains.com,Technology & Computing,United States of America,True,https://account.jetbrains.com/login,jetbrains.com,False,True,False,iframe_same_origin,True,False,none,False,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,3,75.83
290,https://joker.com,joker.com,Business,Germany,True,https://joker.com/user/login,joker.com,False,True,False,iframe_same_origin,False,True,stabilized,2.0062953749984445,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,5,23.51
291,https://koofr.eu,koofr.eu,Technology & Computing,Germany,True,https://app.koofr.net/login,koofr.net,True,True,False,iframe_same_origin,True,True,stabilized,2.006449500000599,True,False,False,False,False,,False,False,False,False,False,0.0,0.0,False,,0.0,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,4,24.62
292,https://launchpad.net,launchpad.net,Technology & Computing,United Kingdom,True,https://login.launchpad.net/yxn4TDCzXjeRWTLG/+decide,launchpad.net,False,True,False,iframe_same_origin,True,True,stabilized,2.0083409170001687,True,False,False,False,False,,False,False,False,False,False,0.0,0.0,False,,0.0,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,3,22.59
293,https://lichess.org,lichess.org,Hobbies & Interests,France,True,https://lichess.org/login?referrer=/,lichess.org,False,True,False,iframe_same_origin,True,True,stabilized,2.005813959000079,True,False,False,False,False,,False,False,False,False,False,0.0,0.0,False,,0.0,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,2,28.54
294,https://linkedin.com,linkedin.com,Society,United States of America,True,https://www.linkedin.com/login?fromSignIn=true&trk=guest_homepage-basic_nav-header-signin,linkedin.com,False,True,False,iframe_same_origin,True,True,stabilized,2.003495125001791,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,3,33.85
295,https://login.gov,login.gov,Law Government & Politics,United States of America,True,https://secure.login.gov/,login.gov,False,True,False,iframe_same_origin,True,True,stabilized,2.007834707997972,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,2,25.74
296,https://mail.de/,mail.de,Technology & Computing,Germany,True,https://signup.mail.de/de/,mail.de,False,False,False,iframe_same_origin,False,True,stabilized,2.0066350839988445,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,2,20.57
297,https://mail.riseup.net,mail.riseup.net,Technology & Computing,United States of America,True,https://mail.riseup.net/rc/,riseup.net,False,True,False,iframe_same_origin,True,True,stabilized,2.0079914170019038,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,2,20.64
298,https://mega.nz/,mega.nz,Technology & Computing,Luxembourg,True,https://mega.nz/login,mega.nz,False,True,False,iframe_same_origin,True,True,stabilized,2.010108291000506,True,False,False,False,False,,False,False,False,False,False,0.0,0.0,False,,0.0,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,3,51.58
299,https://na.square-enix.com/,na.square-enix.com,Hobbies & Interests,Japan,True,https://membership.square-enix.com/users/sign_in,square-enix.com,False,True,False,iframe_same_origin,True,True,stabilized,2.019372041999304,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,5,31.82
300,https://nescafe.com,nescafe.com,Food & Drink,United States of America,True,https://www.nescafe.com/be/fr-be/login,nescafe.com,False,False,False,iframe_same_origin,False,True,stabilized,2.0060091670020483,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,4,58.83
301,https://netflix.com,netflix.com,Arts & Entertainment,United States of America,True,https://www.netflix.com/be-en/login?nextpage=https%3A%2F%2Fwww.netflix.com%2Fyouraccount&serverState=%7B%22realm%22%3A%22growth%22%2C%22name%22%3A%22IDENTIFICATION%22%2C%22clcsSessionId%22%3A%22a600cb04-891d-4eb3-bcf5-5a78ec1558ad%22%2C%22sessionContext%22%3A%7B%22session-breadcrumbs%22%3A%7B%22funnel_name%22%3A%22loginWeb%22%7D%2C%22login.navigationSettings%22%3A%7B%22nextPage%22%3A%22https%3A%2F%2Fwww.netflix.com%2Fyouraccount%22%7D%7D%7D,netflix.com,False,True,False,iframe_same_origin,True,True,stabilized,2.006871208999655,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,4,31.81
302,https://newrelic.com,newrelic.com,Technology & Computing,United States of America,True,https://login.newrelic.com/?return_to=https%3A%2F%2Fone.newrelic.com%2F,newrelic.com,False,True,False,iframe_same_origin,True,True,stabilized,2.0096707500051707,True,False,False,False,False,,False,False,False,False,False,0.0,0.0,False,,0.0,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,4,67.97
303,https://noknok.com/,noknok.com,Technology & Computing,United States of America,True,https://apps.e-signlive.com/login,e-signlive.com,True,True,False,iframe_same_origin,True,True,stabilized,2.0057424159967923,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,4,28.69
304,https://onespan.com,onespan.com,Technology & Computing,United States of America,True,https://apps.e-signlive.com/login,e-signlive.com,True,True,False,iframe_same_origin,True,True,stabilized,2.008411791997787,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,4,28.54
305,https://opensrs.com,opensrs.com,Business,United States of America,True,https://manage.shopco.com/login,shopco.com,True,True,False,iframe_same_origin,True,True,stabilized,2.0084628330005216,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,3,55.42
306,https://papertrailapp.com/,papertrailapp.com,Technology & Computing,United States of America,True,https://my.solarwinds.cloud/login?client_id=papertrail&redirect_uri=https%3A%2F%2Fpapertrailapp.com%2Faccount%2Fauth%2Fswicus%2Fcallback&response_type=code&scope=openid+swicus&state=Z3PYiJwb8ZluCK7mKgPtDyWgu%2FUGQI0ZXdkdZiobzPQ%3D,solarwinds.cloud,True,True,False,iframe_same_origin,True,True,stabilized,2.0070182919953368,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,2,21.76
307,https://phacility.com/,phacility.com,Technology & Computing,United States of America,True,https://admin.phacility.com/,phacility.com,False,True,False,iframe_same_origin,True,True,stabilized,2.007651917003386,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,2,22.98
308,https://raygun.com,raygun.com,Technology & Computing,New Zealand,True,https://app.raygun.com/signin?ReturnUrl=%2F,raygun.com,False,True,False,iframe_same_origin,True,True,stabilized,2.007612875000632,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,2,23.93
309,https://rbltracker.com/,rbltracker.com,Technology & Computing,Canada,True,https://portal.generatorlabs.com/login,generatorlabs.com,True,True,False,iframe_same_origin,True,True,stabilized,2.007298416996491,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,3,26.34
310,https://realtimeregister.com/,realtimeregister.com,Technology & Computing,Netherlands,True,https://dm.realtimeregister.com/app/login,realtimeregister.com,False,True,False,iframe_same_origin,True,True,stabilized,2.005562666003243,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,4,23.39
